"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/19","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","23000","50000","51000","51000","51000","51000","50000","51000","51000","50000","51000","50000","50000","50000","50000","50000","50000","51000","50000","51000","50000","51000","50000","51000","50000","50000","50000","51000","50000","51000","50000","50000","50000","51000","50000","50000","1912000","2025/11/20 15:30:10"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/20","51200","51600","51200","51200","51600","51200","51600","51200","51200","51600","51200","51200","51600","51600","51600","51600","51200","51600","51600","51200","51600","51600","51600","51200","51600","51200","51200","51200","51200","50800","51200","50800","51200","50800","51200","51200","51200","50800","51200","51200","50800","51600","51200","51200","51200","51200","51600","51200","2462000","2025/11/21 15:31:11"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/20","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","43000","43000","43000","43000","42000","43000","42000","43000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","41000","42000","41000","42000","41000","41000","41000","41000","41000","42000","41000","42000","41000","42000","41000","42000","2017000","2025/11/21 15:31:11"
"42136","中部","四日市霞発電所","単独","その他","2025/11/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/21 15:31:11"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/21 15:31:11"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/20","86828","84577","85939","87230","84667","85982","88506","87820","88156","81895","85947","82299","86294","86340","84593","87131","87914","82367","86799","84996","87139","87930","87123","88172","87690","86704","83948","86546","86012","86250","88727","87500","86546","86759","84565","85185","87147","87050","85867","86868","87534","86873","85843","86862","86644","86939","88566","88619","4147888","2025/11/21 15:31:11"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/20","11262","11264","11268","11270","11290","11274","11295","11305","11302","11292","11286","11286","11300","11304","11291","11278","11289","11272","11276","11261","11266","10317","10252","10316","10467","11136","11209","11117","11119","11170","9756","5957","6451","3163","3236","6536","8745","7007","5923","6063","4338","4112","4576","5245","6098","6805","6856","6623","441524","2025/11/21 15:31:11"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/20","60000","60000","60000","61000","60000","62000","61000","61000","61000","61000","62000","61000","61000","61000","62000","61000","61000","61000","61000","60000","60000","61000","60000","61000","60000","61000","61000","61000","61000","60000","61000","61000","61000","60000","61000","61000","61000","61000","60000","61000","60000","60000","60000","61000","61000","60000","60000","60000","2914000","2025/11/21 15:31:11"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/20","50000","50000","50000","50000","50000","51000","50000","51000","50000","50000","50000","50000","50000","51000","50000","51000","50000","51000","50000","51000","50000","50000","50000","50000","50000","51000","50000","51000","50000","51000","50000","51000","51000","50000","50000","51000","50000","51000","50000","51000","50000","51000","32000","11000","10000","10000","10000","10000","2198000","2025/11/21 15:31:11"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/21","51200","51600","51200","51200","51200","51200","51600","51600","51200","51600","51600","51600","51200","51600","51600","51600","50800","50400","50400","50400","50400","50800","50400","50400","50800","50800","50800","50800","51200","50800","50800","51200","50800","51200","51200","51200","51200","51600","51600","51600","51200","51600","51600","51600","51200","51600","51600","51600","2456400","2025/11/22 15:30:03"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/21","41000","42000","41000","42000","42000","42000","42000","42000","42000","42000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","41000","42000","41000","42000","41000","41000","41000","41000","41000","41000","41000","41000","41000","42000","42000","42000","2007000","2025/11/22 15:30:03"
"42136","中部","四日市霞発電所","単独","その他","2025/11/21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/22 15:30:03"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/22 15:30:03"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/21","88377","87478","86140","80780","85906","87602","87418","87866","86242","86770","84556","79084","86033","86177","86767","87780","87642","88169","88700","87597","88194","85387","87387","88357","87538","88146","86685","86442","84194","80507","79699","83533","86498","85252","87039","87069","84642","86270","86880","85767","83695","86293","87675","86733","84574","85173","84732","85328","4126773","2025/11/22 15:30:03"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/21","6511","6551","6336","6633","6083","5696","5147","5499","5208","5597","5996","6203","6307","7040","7482","7848","7867","7789","7986","7918","7685","8649","8721","9003","9041","9114","8673","9132","9445","9308","9358","9733","8636","7782","8211","9449","11054","11254","11271","11260","11202","11252","11285","11310","11283","11241","11296","11271","408616","2025/11/22 15:30:03"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/21","60000","60000","60000","59000","60000","60000","61000","61000","61000","60000","61000","61000","60000","60000","61000","61000","60000","59000","60000","59000","62000","61000","60000","61000","60000","60000","60000","60000","61000","61000","62000","62000","61000","62000","61000","61000","62000","61000","62000","62000","61000","61000","62000","61000","62000","61000","62000","61000","2917000","2025/11/22 15:30:03"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/21","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","11000","10000","10000","11000","10000","11000","10000","10000","10000","11000","11000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","489000","2025/11/22 15:30:03"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/22","51200","51600","51600","51600","51200","51600","51600","51600","51600","51600","51600","51200","51600","51600","51600","51600","51200","51200","50800","48400","39600","34800","34000","33600","32800","33200","32800","34400","38800","43200","46000","47200","48400","48800","48800","50000","51200","51200","51600","51600","51600","51600","51200","51200","51200","51200","51200","51600","2288800","2025/11/23 15:30:04"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/22","42000","43000","42000","43000","42000","42000","42000","43000","42000","42000","42000","43000","42000","42000","42000","43000","43000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","41000","42000","41000","42000","41000","42000","41000","42000","41000","42000","42000","42000","42000","42000","2016000","2025/11/23 15:30:04"
"42136","中部","四日市霞発電所","単独","その他","2025/11/22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/23 15:30:04"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/23 15:30:04"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/22","84191","85709","86210","83907","84451","85731","85253","85398","85037","85002","85042","84850","85522","84516","84546","85807","85398","84344","84092","76397","73959","72859","73009","71824","72936","73078","71571","71072","73708","83599","86244","87207","87934","85954","84052","84744","86102","85786","85914","87994","84528","86190","85635","85776","85166","84936","85203","87028","3975411","2025/11/23 15:30:04"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/22","11274","11289","11309","11295","11290","11280","11268","11288","11283","11296","11293","11295","11297","11298","11280","11336","11282","11254","11286","11246","11232","11260","11253","11256","11270","11239","11248","11265","11289","11287","11267","11274","11277","11252","11258","11233","11272","11147","11351","11235","11233","11278","11245","11277","11278","11264","11251","11246","540976","2025/11/23 15:30:04"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/22","61000","60000","61000","60000","61000","61000","61000","60000","61000","61000","61000","61000","60000","61000","61000","61000","61000","61000","61000","60000","59000","60000","59000","60000","60000","60000","59000","60000","60000","61000","61000","61000","61000","62000","61000","61000","61000","61000","60000","61000","61000","60000","61000","60000","61000","60000","61000","61000","2908000","2025/11/23 15:30:04"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/22","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","10000","10000","11000","10000","11000","10000","10000","10000","11000","10000","11000","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","11000","10000","11000","10000","491000","2025/11/23 15:30:04"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/23","51200","51200","51200","51200","51200","51200","51600","51200","51200","51600","51200","51200","51200","51200","51600","51600","51200","51200","50000","46000","38400","34400","32400","32400","31600","32000","34000","41600","46000","48800","49600","49600","50400","50000","51200","50800","51200","50400","50400","50400","50000","50400","50800","50400","50800","50400","50800","50400","2298800","2025/11/24 15:30:06"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/23","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","42000","42000","41000","42000","42000","42000","42000","43000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","41000","42000","41000","41000","41000","42000","41000","42000","42000","42000","2009000","2025/11/24 15:30:06"
"42136","中部","四日市霞発電所","単独","その他","2025/11/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/24 15:30:06"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/24 15:30:06"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/23","85509","82957","87373","82815","85376","85043","84610","85724","86586","83422","85783","85846","84666","85569","86280","84752","86124","82432","75326","74385","73696","74714","73080","74266","75227","72752","72037","71721","73216","75841","84821","85778","86694","86492","85065","85347","86897","87200","87481","87885","87717","86055","86125","87245","87148","86685","87685","86036","3975484","2025/11/24 15:30:06"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/23","11268","11268","11274","11284","11294","11257","11072","11126","10626","10946","10899","11468","9723","9894","9790","8822","9715","10437","10780","10416","11087","10664","10443","10610","10212","10150","10339","11991","12042","11827","12528","12590","12436","11873","12388","11737","10945","11526","12626","12178","11311","10856","11337","11274","11263","11304","11262","11270","533428","2025/11/24 15:30:06"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/23","61000","60000","61000","60000","61000","61000","61000","61000","61000","60000","60000","62000","61000","61000","61000","61000","61000","60000","61000","60000","60000","61000","61000","61000","61000","60000","61000","62000","61000","61000","61000","61000","61000","61000","61000","61000","61000","60000","61000","60000","60000","61000","60000","60000","61000","61000","60000","60000","2915000","2025/11/24 15:30:06"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/23","10000","11000","10000","11000","11000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","10000","10000","11000","10000","10000","494000","2025/11/24 15:30:06"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/24","50800","50000","50800","50400","50800","50400","50800","50800","50800","50800","50800","50800","51200","51600","51600","51600","51200","51200","51200","51200","51200","50800","50800","51200","50800","50800","51200","50800","50800","51200","50800","50400","50400","50400","50400","50400","50800","50800","50800","50800","51200","50800","50800","51200","50800","50800","50800","50800","2441600","2025/11/25 15:30:06"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/24","41000","42000","42000","42000","42000","42000","41000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","42000","42000","42000","42000","41000","42000","41000","42000","42000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","42000","41000","42000","2000000","2025/11/25 15:30:06"
"42136","中部","四日市霞発電所","単独","その他","2025/11/24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/25 15:30:06"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/25 15:30:06"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/24","86469","86222","87397","86432","86128","87351","86627","86389","86979","86022","86459","87040","86682","85590","87414","86465","88497","85788","84446","85438","86553","86058","85522","74806","74935","74439","75346","83136","83807","85546","86204","86676","86939","87130","86749","85024","84979","84602","86046","84645","85198","87362","84477","83861","84036","86118","86104","87364","4083497","2025/11/25 15:30:06"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/24","11153","11270","11276","11236","11269","11270","11249","11265","11273","11268","11281","11279","11246","11279","11258","11256","11267","11308","11181","11205","10926","11122","11226","11173","11215","11230","11224","11213","11246","11236","11175","11230","11238","11141","11292","11267","11203","11183","11240","11222","11206","11214","11269","11249","11260","11279","11231","11232","539031","2025/11/25 15:30:06"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/24","61000","60000","60000","60000","60000","61000","61000","60000","61000","61000","62000","60000","60000","60000","60000","60000","60000","61000","60000","60000","61000","61000","61000","61000","60000","60000","61000","60000","60000","61000","61000","62000","61000","61000","61000","61000","61000","61000","60000","60000","61000","61000","61000","60000","61000","60000","61000","61000","2909000","2025/11/25 15:30:06"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/24","10000","11000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","494000","2025/11/25 15:30:06"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/25","50800","50400","50800","50800","50800","51200","50800","50800","51600","51200","51600","51200","51200","51200","50800","51200","51200","51200","50800","51200","50800","51200","50800","51200","50800","51200","51200","50800","51200","51200","50800","51200","50800","51200","50800","51200","50800","51200","51200","51200","51600","51200","50800","50800","50800","50800","50400","50800","2448800","2025/11/26 15:30:06"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/25","41000","42000","41000","41000","41000","42000","41000","42000","41000","41000","41000","42000","41000","42000","41000","42000","41000","42000","41000","42000","42000","42000","42000","42000","42000","42000","41000","43000","43000","42000","41000","41000","41000","41000","41000","42000","42000","41000","41000","42000","41000","41000","41000","42000","41000","41000","41000","42000","1992000","2025/11/26 15:30:06"
"42136","中部","四日市霞発電所","単独","その他","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/25","85188","86625","85175","84691","84974","86316","86775","84932","85115","84640","82394","84132","85292","85402","84508","86064","87312","85266","84247","83174","82615","84376","84849","85775","86851","86479","85370","85889","83580","83023","79944","80832","84666","86422","83695","82766","85077","85258","84413","84961","84358","85578","84999","85307","84387","85366","84784","86793","4070635","2025/11/26 15:30:06"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/25","11254","11252","11250","11270","11268","11222","11261","11300","11248","11273","11263","11271","11249","11261","11253","11269","11252","11213","11272","11245","11240","11286","11208","11222","11224","11267","11252","11185","11284","11305","11309","10825","9655","8533","8938","9818","10343","11286","11234","11199","11284","11259","11276","11251","11324","11239","11252","11259","530903","2025/11/26 15:30:06"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/25","59000","60000","59000","59000","61000","62000","62000","62000","62000","61000","61000","62000","62000","61000","62000","62000","62000","61000","61000","60000","61000","61000","60000","61000","60000","61000","62000","61000","60000","62000","61000","62000","61000","62000","61000","61000","61000","60000","61000","61000","60000","61000","60000","60000","61000","60000","61000","60000","2924000","2025/11/26 15:30:06"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/25","10000","10000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","486000","2025/11/26 15:30:06"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/26","50800","50800","50800","51200","50800","51200","51200","51200","51600","51600","51200","51600","51600","51200","51200","51200","51200","51200","50800","51200","51200","51200","51200","51200","50800","51200","51600","50800","51600","50800","51200","51200","51200","51200","51200","51600","51200","51200","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","2457600","2025/11/27 15:30:05"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/26","42000","42000","41000","42000","41000","42000","42000","42000","41000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","41000","42000","41000","42000","41000","42000","42000","42000","41000","42000","42000","42000","42000","42000","42000","42000","42000","42000","41000","42000","41000","42000","41000","42000","41000","42000","2004000","2025/11/27 15:30:05"
"42136","中部","四日市霞発電所","単独","その他","2025/11/26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/27 15:30:05"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","13000","17000","23000","27000","36000","43000","47000","43000","256000","2025/11/27 15:30:05"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/26","86254","84725","84006","85336","84939","84466","85882","85617","86543","85056","83258","84001","85271","85758","84514","84603","83663","84653","84025","84621","84886","85492","85333","84891","85968","83652","83025","84111","83775","83134","83167","85059","84961","84909","83955","83135","84513","85173","85533","85238","84366","85195","83409","83170","84947","84658","85713","85665","4064224","2025/11/27 15:30:05"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/26","11377","11340","11115","11326","11311","10858","11184","11298","11229","11300","11247","11271","11278","11295","11274","11266","11278","11265","11283","11228","11259","11438","11300","11382","11114","11201","11270","11234","11258","11210","11119","11256","11153","11318","11210","11229","11259","11045","11232","11226","11261","11209","11292","11254","11291","11220","11187","10612","539062","2025/11/27 15:30:05"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/26","60000","60000","60000","61000","60000","62000","60000","61000","61000","61000","60000","61000","61000","61000","61000","61000","61000","60000","61000","61000","60000","61000","61000","61000","61000","63000","61000","62000","62000","62000","61000","61000","61000","60000","61000","60000","60000","60000","60000","61000","61000","61000","61000","61000","61000","60000","61000","61000","2920000","2025/11/27 15:30:05"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/26","10000","11000","10000","10000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","11000","10000","10000","10000","10000","10000","11000","10000","11000","10000","10000","11000","10000","10000","11000","489000","2025/11/27 15:30:05"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/27","51200","50800","50800","51200","50800","50800","50400","50800","50800","50800","50800","50400","50800","50800","51200","50800","51200","51200","51600","50800","51200","50800","50800","51200","50800","51200","50800","51200","50800","50800","51200","50400","50800","50800","50800","50400","50400","50800","50800","50000","50400","50400","50400","50000","50800","50800","50800","50400","2438000","2025/11/28 15:30:13"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/27","42000","42000","42000","42000","41000","42000","41000","42000","41000","42000","41000","42000","42000","42000","41000","42000","41000","42000","42000","42000","41000","41000","41000","42000","42000","42000","41000","42000","42000","41000","41000","42000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","1988000","2025/11/28 15:30:13"
"42136","中部","四日市霞発電所","単独","その他","2025/11/27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/28 15:30:13"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/27","40000","44000","44000","44000","44000","43000","43000","44000","43000","44000","43000","43000","43000","43000","43000","43000","43000","42000","43000","43000","43000","44000","43000","43000","43000","44000","43000","44000","43000","44000","43000","44000","43000","44000","44000","43000","43000","43000","43000","44000","44000","43000","44000","43000","43000","44000","44000","43000","2078000","2025/11/28 15:30:13"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/27","84509","85268","83203","84297","83882","85059","85737","85620","85440","83194","76460","80569","82759","84161","85676","86141","86071","85725","83679","84383","86345","85444","85398","85668","85682","85336","85644","84140","82828","82017","76057","83583","83445","84623","85155","85470","84925","85156","85334","84846","85060","85366","84036","83749","83907","84028","84979","84411","4044465","2025/11/28 15:30:13"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/27","11186","11287","11261","11280","11306","11277","11276","11188","11307","11227","11309","11277","11292","11299","11291","11245","11301","11258","11330","11270","11249","11176","11120","11237","11197","11236","11224","11185","11253","11209","11241","11273","11229","11268","11249","11216","11249","11239","11211","11232","11268","11233","11274","11257","11222","11233","11259","11151","539857","2025/11/28 15:30:13"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/27","60000","60000","61000","60000","61000","61000","61000","61000","61000","61000","61000","61000","61000","61000","60000","61000","60000","61000","60000","61000","60000","60000","60000","60000","60000","60000","61000","60000","61000","61000","59000","60000","61000","61000","61000","61000","60000","61000","61000","62000","61000","61000","62000","61000","61000","62000","62000","62000","2916000","2025/11/28 15:30:13"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/27","10000","11000","10000","11000","10000","11000","10000","11000","11000","10000","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","9000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","11000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","495000","2025/11/28 15:30:13"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/28","51200","50400","50800","50800","50800","50800","50800","50800","50800","50800","50400","50800","50800","51200","50800","50800","50800","50800","50800","50800","50800","50800","50800","50800","50800","50800","50400","50400","50800","50400","50800","50400","50800","50400","50800","50800","50800","50800","50800","50800","50800","50800","50800","51200","51200","50800","51200","51200","2438000","2025/11/29 15:31:02"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/28","41000","42000","41000","42000","41000","42000","41000","42000","42000","41000","41000","42000","41000","42000","42000","42000","41000","42000","41000","42000","41000","42000","41000","42000","42000","41000","41000","42000","41000","42000","42000","41000","41000","41000","41000","42000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","41000","1986000","2025/11/29 15:31:02"
"42136","中部","四日市霞発電所","単独","その他","2025/11/28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/29 15:31:02"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/28","43000","42000","43000","43000","43000","43000","43000","44000","43000","44000","43000","44000","43000","43000","43000","44000","43000","44000","43000","43000","43000","44000","43000","43000","43000","44000","43000","43000","44000","43000","43000","43000","44000","43000","44000","43000","44000","43000","44000","43000","44000","43000","44000","43000","44000","43000","43000","43000","2078000","2025/11/29 15:31:02"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/28","84895","84627","83567","84022","84122","84818","85112","85154","85313","85401","84822","84332","84672","85118","85987","85594","85218","85080","84682","84288","84504","84882","85024","85232","85292","84561","83452","84583","84950","84448","84837","83372","84118","83692","83529","84089","83609","84631","84728","84864","84242","84043","83312","83294","83312","83866","84915","84315","4056520","2025/11/29 15:31:02"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/28","11248","11231","11242","11233","11270","11288","11343","11209","11230","11254","11245","11253","11247","11246","11241","11254","11234","9461","7593","6984","5147","4675","4171","4305","4073","3392","3885","3833","4901","5061","5833","7054","8682","11435","11960","11997","11971","11140","11968","11952","11238","10781","10083","9589","9265","6929","6723","6854","434203","2025/11/29 15:31:02"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/28","61000","61000","61000","62000","61000","62000","62000","62000","61000","61000","60000","61000","61000","61000","61000","61000","60000","60000","61000","61000","61000","61000","60000","61000","60000","60000","61000","61000","61000","61000","61000","62000","62000","61000","61000","59000","61000","60000","61000","60000","60000","59000","61000","61000","61000","62000","61000","59000","2920000","2025/11/29 15:31:02"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/28","10000","11000","10000","11000","11000","10000","10000","10000","10000","11000","10000","10000","10000","11000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","490000","2025/11/29 15:31:02"
